Number_of_sequences,AB-2-1-2,AB-2-13-14,AB-2-14-15,AB-2-16-17,AB-2-17-18,AB-2-18-19,AB-2-2-3,AB-2-3-4,AB-2-4-5,AB-2-0-1,AB-2-10-11,AB-2-12-13,AB-2-5-6,AB-2-6-7,AB-2-7-8,AB-2-8-9,AB-2-9-10
243500,24646.01,NA,NA,NA,NA,NA,NA,NA,NA,20455.439,NA,NA,NA,NA,NA,NA,23825.414
243600,24651.803,NA,NA,NA,NA,NA,NA,NA,NA,20460.872,NA,NA,NA,NA,NA,NA,23831.25
243700,24657.79,NA,NA,NA,NA,NA,NA,NA,NA,20465.64,NA,NA,NA,NA,NA,NA,23836.99
243800,24664.523,NA,NA,NA,NA,NA,NA,NA,NA,20470.851,NA,NA,NA,NA,NA,NA,23843.228
243900,24671.15,NA,NA,NA,NA,NA,NA,NA,NA,20475.773,NA,NA,NA,NA,NA,NA,23849.294
244000,24677.269,NA,NA,NA,NA,NA,NA,NA,NA,20480.664,NA,NA,NA,NA,NA,NA,23854.581
244100,24683.441,NA,NA,NA,NA,NA,NA,NA,NA,20485.467,NA,NA,NA,NA,NA,NA,23860.476
244200,24689.678,NA,NA,NA,NA,NA,NA,NA,NA,20490.529,NA,NA,NA,NA,NA,NA,23865.592
244300,24695.979,NA,NA,NA,NA,NA,NA,NA,NA,20495.536,NA,NA,NA,NA,NA,NA,23871.22
244342,24698.62,NA,NA,NA,NA,NA,NA,NA,NA,20497.581,NA,NA,NA,NA,NA,NA,23873.531
244400,24702.41,NA,NA,NA,NA,NA,NA,NA,NA,20500.806,NA,NA,NA,NA,NA,NA,23876.622
244500,24708.647,NA,NA,NA,NA,NA,NA,NA,NA,20505.585,NA,NA,NA,NA,NA,NA,23882.403
244600,24715.505,NA,NA,NA,NA,NA,NA,NA,NA,20510.515,NA,NA,NA,NA,NA,NA,23887.947
244700,24721.9,NA,NA,NA,NA,NA,NA,NA,NA,20516.075,NA,NA,NA,NA,NA,NA,23893.584
244800,24728.137,NA,NA,NA,NA,NA,NA,NA,NA,20520.85,NA,NA,NA,NA,NA,NA,23899.541
244900,24734.144,NA,NA,NA,NA,NA,NA,NA,NA,20525.73,NA,NA,NA,NA,NA,NA,23905.369
245000,24740.423,NA,NA,NA,NA,NA,NA,NA,NA,20530.794,NA,NA,NA,NA,NA,NA,23911.369
245100,24747.321,NA,NA,NA,NA,NA,NA,NA,NA,20535.381,NA,NA,NA,NA,NA,NA,23917.14
245200,24753.94,NA,NA,NA,NA,NA,NA,NA,NA,20540.438,NA,NA,NA,NA,NA,NA,23922.818
245300,24760.312,NA,NA,NA,NA,NA,NA,NA,NA,20545.329,NA,NA,NA,NA,NA,NA,23928.061
245400,24767.132,NA,NA,NA,NA,NA,NA,NA,NA,20550.186,NA,NA,NA,NA,NA,NA,23933.779
245500,24773.663,NA,NA,NA,NA,NA,NA,NA,NA,20555.042,NA,NA,NA,NA,NA,NA,23939.794
245600,24779.707,NA,NA,NA,NA,NA,NA,NA,NA,20559.468,NA,NA,NA,NA,NA,NA,23945.927
245700,24785.75,NA,NA,NA,NA,NA,NA,NA,NA,20564.519,NA,NA,NA,NA,NA,NA,23951.891
245800,24792.071,NA,NA,NA,NA,NA,NA,NA,NA,20569.474,NA,NA,NA,NA,NA,NA,23957.643
245900,24798.201,NA,NA,NA,NA,NA,NA,NA,NA,20574.319,NA,NA,NA,NA,NA,NA,23963.466
246000,24804.6,NA,NA,NA,NA,NA,NA,NA,NA,20578.801,NA,NA,NA,NA,NA,NA,23969.604
246100,24810.944,NA,NA,NA,NA,NA,NA,NA,NA,20584.027,NA,NA,NA,NA,NA,NA,23975.043
246200,24817.487,NA,NA,NA,NA,NA,NA,NA,NA,20589.029,NA,NA,NA,NA,NA,NA,23980.511
246300,24824.239,NA,NA,NA,NA,NA,NA,NA,NA,20594.224,NA,NA,NA,NA,NA,NA,23985.777
246400,24830.365,NA,NA,NA,NA,NA,NA,NA,NA,20599.085,NA,NA,NA,NA,NA,NA,23991.919
246500,24836.225,NA,NA,NA,NA,NA,NA,NA,NA,20603.974,NA,NA,NA,NA,NA,NA,23997.182
246600,24842.1,NA,NA,NA,NA,NA,NA,NA,NA,20609.123,NA,NA,NA,NA,NA,NA,24002.759
246700,24848.257,NA,NA,NA,NA,NA,NA,NA,NA,20614.137,NA,NA,NA,NA,NA,NA,24008.519
246800,24854.351,NA,NA,NA,NA,NA,NA,NA,NA,20619.215,NA,NA,NA,NA,NA,NA,24014.282
246900,24860.268,NA,NA,NA,NA,NA,NA,NA,NA,20624.019,NA,NA,NA,NA,NA,NA,24019.872
247000,24865.847,NA,NA,NA,NA,NA,NA,NA,NA,20628.864,NA,NA,NA,NA,NA,NA,24025.456
247100,24872.173,NA,NA,NA,NA,NA,NA,NA,NA,20633.667,NA,NA,NA,NA,NA,NA,24030.994
247200,24878.838,NA,NA,NA,NA,NA,NA,NA,NA,20638.726,NA,NA,NA,NA,NA,NA,24036.336
247300,24884.887,NA,NA,NA,NA,NA,NA,NA,NA,20644.031,NA,NA,NA,NA,NA,NA,24041.631
247400,24891.093,NA,NA,NA,NA,NA,NA,NA,NA,20648.729,NA,NA,NA,NA,NA,NA,24047.539
247500,24897.084,NA,NA,NA,NA,NA,NA,NA,NA,20653.815,NA,NA,NA,NA,NA,NA,24053.138
247600,24903.075,NA,NA,NA,NA,NA,NA,NA,NA,20658.608,NA,NA,NA,NA,NA,NA,24058.601
247700,24909.576,NA,NA,NA,NA,NA,NA,NA,NA,20663.909,NA,NA,NA,NA,NA,NA,24064.289
247800,24915.981,NA,NA,NA,NA,NA,NA,NA,NA,20668.985,NA,NA,NA,NA,NA,NA,24070.856
247900,24921.986,NA,NA,NA,NA,NA,NA,NA,NA,20674.025,NA,NA,NA,NA,NA,NA,24076.947
248000,24928.158,NA,NA,NA,NA,NA,NA,NA,NA,20679.323,NA,NA,NA,NA,NA,NA,24082.403
248100,24934.936,NA,NA,NA,NA,NA,NA,NA,NA,20684.037,NA,NA,NA,NA,NA,NA,24087.404
248200,24941.351,NA,NA,NA,NA,NA,NA,NA,NA,20689.561,NA,NA,NA,NA,NA,NA,24093.194
248300,24947.719,NA,NA,NA,NA,NA,NA,NA,NA,20694.789,NA,NA,NA,NA,NA,NA,24098.246
248400,24953.623,NA,NA,NA,NA,NA,NA,NA,NA,20699.701,NA,NA,NA,NA,NA,NA,24103.357
248500,24960.018,NA,NA,NA,NA,NA,NA,NA,NA,20704.762,NA,NA,NA,NA,NA,NA,24108.629
248600,24965.925,NA,NA,NA,NA,NA,NA,NA,NA,20709.877,NA,NA,NA,NA,NA,NA,24113.759
248700,24972.183,NA,NA,NA,NA,NA,NA,NA,NA,20714.518,NA,NA,NA,NA,NA,NA,24119.846
248800,24978.11,NA,NA,NA,NA,NA,NA,NA,NA,20719.894,NA,NA,NA,NA,NA,NA,24125.68
248900,24983.936,NA,NA,NA,NA,NA,NA,NA,NA,20725.046,NA,NA,NA,NA,NA,NA,24131.547
249000,24990.608,NA,NA,NA,NA,NA,NA,NA,NA,20729.784,NA,NA,NA,NA,NA,NA,24137.69
249100,24996.905,NA,NA,NA,NA,NA,NA,NA,NA,20734.524,NA,NA,NA,NA,NA,NA,24143.576
249200,25003.242,NA,NA,NA,NA,NA,NA,NA,NA,20739.35,NA,NA,NA,NA,NA,NA,24149.308
249300,25009.609,NA,NA,NA,NA,NA,NA,NA,NA,20744.375,NA,NA,NA,NA,NA,NA,24154.739
249400,25015.822,NA,NA,NA,NA,NA,NA,NA,NA,20748.855,NA,NA,NA,NA,NA,NA,24160.567
249500,25022.144,NA,NA,NA,NA,NA,NA,NA,NA,20753.71,NA,NA,NA,NA,NA,NA,24166.054
249600,25028.619,NA,NA,NA,NA,NA,NA,NA,NA,20758.858,NA,NA,NA,NA,NA,NA,24172.178
249700,25034.6,NA,NA,NA,NA,NA,NA,NA,NA,20763.636,NA,NA,NA,NA,NA,NA,24177.538
249800,25040.59,NA,NA,NA,NA,NA,NA,NA,NA,20768.435,NA,NA,NA,NA,NA,NA,24183.173
249900,25046.87,NA,NA,NA,NA,NA,NA,NA,NA,20773.561,NA,NA,NA,NA,NA,NA,24188.651
250000,25053.471,NA,NA,NA,NA,NA,NA,NA,NA,20778.703,NA,NA,NA,NA,NA,NA,24193.869
250090,25059.032,NA,NA,NA,NA,NA,NA,NA,NA,20783.375,NA,NA,NA,NA,NA,NA,24199
250100,25059.618,NA,NA,NA,NA,NA,NA,NA,NA,20783.815,NA,NA,NA,NA,NA,NA,NA
250111,25060.299,NA,NA,NA,NA,NA,NA,NA,NA,20784.572,NA,NA,NA,NA,NA,NA,NA
250200,25066.209,NA,NA,NA,NA,NA,NA,NA,NA,20789.562,NA,NA,NA,NA,NA,NA,NA
250300,25073.035,NA,NA,NA,NA,NA,NA,NA,NA,20794.225,NA,NA,NA,NA,NA,NA,NA
250400,25079.095,NA,NA,NA,NA,NA,NA,NA,NA,20799.137,NA,NA,NA,NA,NA,NA,NA
250500,25085.203,NA,NA,NA,NA,NA,NA,NA,NA,20803.856,NA,NA,NA,NA,NA,NA,NA
250600,25090.608,NA,NA,NA,NA,NA,NA,NA,NA,20808.674,NA,NA,NA,NA,NA,NA,NA
250700,25097.071,NA,NA,NA,NA,NA,NA,NA,NA,20813.811,NA,NA,NA,NA,NA,NA,NA
250800,25103.14,NA,NA,NA,NA,NA,NA,NA,NA,20818.879,NA,NA,NA,NA,NA,NA,NA
250900,25109.177,NA,NA,NA,NA,NA,NA,NA,NA,20824.02,NA,NA,NA,NA,NA,NA,NA
251000,25115.42,NA,NA,NA,NA,NA,NA,NA,NA,20828.408,NA,NA,NA,NA,NA,NA,NA
251100,25121.682,NA,NA,NA,NA,NA,NA,NA,NA,20833.503,NA,NA,NA,NA,NA,NA,NA
251200,25127.63,NA,NA,NA,NA,NA,NA,NA,NA,20838.607,NA,NA,NA,NA,NA,NA,NA
251300,25133.611,NA,NA,NA,NA,NA,NA,NA,NA,20843.125,NA,NA,NA,NA,NA,NA,NA
251400,25139.96,NA,NA,NA,NA,NA,NA,NA,NA,20847.915,NA,NA,NA,NA,NA,NA,NA
251500,25146.681,NA,NA,NA,NA,NA,NA,NA,NA,20852.253,NA,NA,NA,NA,NA,NA,NA
251600,25153.267,NA,NA,NA,NA,NA,NA,NA,NA,20856.943,NA,NA,NA,NA,NA,NA,NA
251700,25159.406,NA,NA,NA,NA,NA,NA,NA,NA,20862.219,NA,NA,NA,NA,NA,NA,NA
251800,25165.626,NA,NA,NA,NA,NA,NA,NA,NA,20867.677,NA,NA,NA,NA,NA,NA,NA
251900,25171.97,NA,NA,NA,NA,NA,NA,NA,NA,20872.381,NA,NA,NA,NA,NA,NA,NA
252000,25178.937,NA,NA,NA,NA,NA,NA,NA,NA,20877.154,NA,NA,NA,NA,NA,NA,NA
252100,25185.832,NA,NA,NA,NA,NA,NA,NA,NA,20882.002,NA,NA,NA,NA,NA,NA,NA
252200,25191.791,NA,NA,NA,NA,NA,NA,NA,NA,20887.119,NA,NA,NA,NA,NA,NA,NA
252300,25198.059,NA,NA,NA,NA,NA,NA,NA,NA,20892.087,NA,NA,NA,NA,NA,NA,NA
252400,25204.445,NA,NA,NA,NA,NA,NA,NA,NA,20896.91,NA,NA,NA,NA,NA,NA,NA
252500,25210.759,NA,NA,NA,NA,NA,NA,NA,NA,20901.464,NA,NA,NA,NA,NA,NA,NA
252600,25216.67,NA,NA,NA,NA,NA,NA,NA,NA,20906.791,NA,NA,NA,NA,NA,NA,NA
252700,25222.952,NA,NA,NA,NA,NA,NA,NA,NA,20911.432,NA,NA,NA,NA,NA,NA,NA
252800,25229.373,NA,NA,NA,NA,NA,NA,NA,NA,20916.419,NA,NA,NA,NA,NA,NA,NA
252900,25235.561,NA,NA,NA,NA,NA,NA,NA,NA,20921.2,NA,NA,NA,NA,NA,NA,NA
253000,25242.028,NA,NA,NA,NA,NA,NA,NA,NA,20926.156,NA,NA,NA,NA,NA,NA,NA
253100,25248.246,NA,NA,NA,NA,NA,NA,NA,NA,20931.12,NA,NA,NA,NA,NA,NA,NA
253200,25254.777,NA,NA,NA,NA,NA,NA,NA,NA,20935.91,NA,NA,NA,NA,NA,NA,NA
253300,25260.8,NA,NA,NA,NA,NA,NA,NA,NA,20940.837,NA,NA,NA,NA,NA,NA,NA
253400,25266.955,NA,NA,NA,NA,NA,NA,NA,NA,20945.596,NA,NA,NA,NA,NA,NA,NA
253500,25272.781,NA,NA,NA,NA,NA,NA,NA,NA,20950.47,NA,NA,NA,NA,NA,NA,NA
253600,25279.051,NA,NA,NA,NA,NA,NA,NA,NA,20955.27,NA,NA,NA,NA,NA,NA,NA
253700,25285.052,NA,NA,NA,NA,NA,NA,NA,NA,20960.51,NA,NA,NA,NA,NA,NA,NA
253800,25290.62,NA,NA,NA,NA,NA,NA,NA,NA,20965.508,NA,NA,NA,NA,NA,NA,NA
253900,25297.235,NA,NA,NA,NA,NA,NA,NA,NA,20970.439,NA,NA,NA,NA,NA,NA,NA
254000,25303.604,NA,NA,NA,NA,NA,NA,NA,NA,20974.988,NA,NA,NA,NA,NA,NA,NA
254100,25309.881,NA,NA,NA,NA,NA,NA,NA,NA,20979.695,NA,NA,NA,NA,NA,NA,NA
254200,25316.114,NA,NA,NA,NA,NA,NA,NA,NA,20984.579,NA,NA,NA,NA,NA,NA,NA
254300,25322.157,NA,NA,NA,NA,NA,NA,NA,NA,20989.873,NA,NA,NA,NA,NA,NA,NA
254400,25328.918,NA,NA,NA,NA,NA,NA,NA,NA,20995.075,NA,NA,NA,NA,NA,NA,NA
254500,25335.573,NA,NA,NA,NA,NA,NA,NA,NA,21000.475,NA,NA,NA,NA,NA,NA,NA
254600,25341.94,NA,NA,NA,NA,NA,NA,NA,NA,21005.24,NA,NA,NA,NA,NA,NA,NA
254700,25347.758,NA,NA,NA,NA,NA,NA,NA,NA,21010.355,NA,NA,NA,NA,NA,NA,NA
254800,25353.578,NA,NA,NA,NA,NA,NA,NA,NA,21015.29,NA,NA,NA,NA,NA,NA,NA
254900,25359.847,NA,NA,NA,NA,NA,NA,NA,NA,21020.516,NA,NA,NA,NA,NA,NA,NA
255000,25365.493,NA,NA,NA,NA,NA,NA,NA,NA,21025.378,NA,NA,NA,NA,NA,NA,NA
255100,25372.021,NA,NA,NA,NA,NA,NA,NA,NA,21030.538,NA,NA,NA,NA,NA,NA,NA
255200,25378.261,NA,NA,NA,NA,NA,NA,NA,NA,21035.545,NA,NA,NA,NA,NA,NA,NA
255300,25384.761,NA,NA,NA,NA,NA,NA,NA,NA,21039.703,NA,NA,NA,NA,NA,NA,NA
255400,25391.163,NA,NA,NA,NA,NA,NA,NA,NA,21044.572,NA,NA,NA,NA,NA,NA,NA
255500,25397.225,NA,NA,NA,NA,NA,NA,NA,NA,21049.602,NA,NA,NA,NA,NA,NA,NA
255600,25403.205,NA,NA,NA,NA,NA,NA,NA,NA,21054.642,NA,NA,NA,NA,NA,NA,NA
255700,25409.349,NA,NA,NA,NA,NA,NA,NA,NA,21059.489,NA,NA,NA,NA,NA,NA,NA
255800,25415.886,NA,NA,NA,NA,NA,NA,NA,NA,21064.843,NA,NA,NA,NA,NA,NA,NA
255900,25421.746,NA,NA,NA,NA,NA,NA,NA,NA,21069.967,NA,NA,NA,NA,NA,NA,NA
256000,25427.78,NA,NA,NA,NA,NA,NA,NA,NA,21074.743,NA,NA,NA,NA,NA,NA,NA
256100,25433.829,NA,NA,NA,NA,NA,NA,NA,NA,21079.801,NA,NA,NA,NA,NA,NA,NA
256200,25439.62,NA,NA,NA,NA,NA,NA,NA,NA,21084.842,NA,NA,NA,NA,NA,NA,NA
256300,25446.121,NA,NA,NA,NA,NA,NA,NA,NA,21089.788,NA,NA,NA,NA,NA,NA,NA
256400,25452.293,NA,NA,NA,NA,NA,NA,NA,NA,21094.307,NA,NA,NA,NA,NA,NA,NA
256500,25458.828,NA,NA,NA,NA,NA,NA,NA,NA,21099.165,NA,NA,NA,NA,NA,NA,NA
256600,25465.266,NA,NA,NA,NA,NA,NA,NA,NA,21104.776,NA,NA,NA,NA,NA,NA,NA
256691,25471.049,NA,NA,NA,NA,NA,NA,NA,NA,21109.241,NA,NA,NA,NA,NA,NA,NA
256700,25471.65,NA,NA,NA,NA,NA,NA,NA,NA,21109.549,NA,NA,NA,NA,NA,NA,NA
256800,25477.666,NA,NA,NA,NA,NA,NA,NA,NA,21114.17,NA,NA,NA,NA,NA,NA,NA
256900,25483.955,NA,NA,NA,NA,NA,NA,NA,NA,21119.233,NA,NA,NA,NA,NA,NA,NA
257000,25490.302,NA,NA,NA,NA,NA,NA,NA,NA,21123.985,NA,NA,NA,NA,NA,NA,NA
257100,25496.295,NA,NA,NA,NA,NA,NA,NA,NA,21128.527,NA,NA,NA,NA,NA,NA,NA
257200,25502.535,NA,NA,NA,NA,NA,NA,NA,NA,21133.475,NA,NA,NA,NA,NA,NA,NA
257300,25508.795,NA,NA,NA,NA,NA,NA,NA,NA,21138.235,NA,NA,NA,NA,NA,NA,NA
257400,25514.935,NA,NA,NA,NA,NA,NA,NA,NA,21142.739,NA,NA,NA,NA,NA,NA,NA
257500,25521.043,NA,NA,NA,NA,NA,NA,NA,NA,21147.259,NA,NA,NA,NA,NA,NA,NA
257600,25527.539,NA,NA,NA,NA,NA,NA,NA,NA,21152.436,NA,NA,NA,NA,NA,NA,NA
257700,25533.189,NA,NA,NA,NA,NA,NA,NA,NA,21157.38,NA,NA,NA,NA,NA,NA,NA
257800,25538.972,NA,NA,NA,NA,NA,NA,NA,NA,21162.473,NA,NA,NA,NA,NA,NA,NA
257900,25544.589,NA,NA,NA,NA,NA,NA,NA,NA,21166.984,NA,NA,NA,NA,NA,NA,NA
258000,25551.081,NA,NA,NA,NA,NA,NA,NA,NA,21171.769,NA,NA,NA,NA,NA,NA,NA
258100,25557.34,NA,NA,NA,NA,NA,NA,NA,NA,21176.483,NA,NA,NA,NA,NA,NA,NA
258200,25563.353,NA,NA,NA,NA,NA,NA,NA,NA,21181.546,NA,NA,NA,NA,NA,NA,NA
258300,25569.292,NA,NA,NA,NA,NA,NA,NA,NA,21186.476,NA,NA,NA,NA,NA,NA,NA
258400,25576.055,NA,NA,NA,NA,NA,NA,NA,NA,21191.324,NA,NA,NA,NA,NA,NA,NA
258500,25583.033,NA,NA,NA,NA,NA,NA,NA,NA,21196.047,NA,NA,NA,NA,NA,NA,NA
258600,25589,NA,NA,NA,NA,NA,NA,NA,NA,21200.646,NA,NA,NA,NA,NA,NA,NA
258700,25595.524,NA,NA,NA,NA,NA,NA,NA,NA,21205.086,NA,NA,NA,NA,NA,NA,NA
258800,25601.993,NA,NA,NA,NA,NA,NA,NA,NA,21209.676,NA,NA,NA,NA,NA,NA,NA
258900,25607.884,NA,NA,NA,NA,NA,NA,NA,NA,21214.488,NA,NA,NA,NA,NA,NA,NA
259000,25613.943,NA,NA,NA,NA,NA,NA,NA,NA,21219.128,NA,NA,NA,NA,NA,NA,NA
259100,25620.107,NA,NA,NA,NA,NA,NA,NA,NA,21224.269,NA,NA,NA,NA,NA,NA,NA
259200,25626.586,NA,NA,NA,NA,NA,NA,NA,NA,21228.96,NA,NA,NA,NA,NA,NA,NA
259300,25632.532,NA,NA,NA,NA,NA,NA,NA,NA,21233.949,NA,NA,NA,NA,NA,NA,NA
259400,25638.827,NA,NA,NA,NA,NA,NA,NA,NA,21238.928,NA,NA,NA,NA,NA,NA,NA
259500,25644.412,NA,NA,NA,NA,NA,NA,NA,NA,21243.738,NA,NA,NA,NA,NA,NA,NA
259600,25650.273,NA,NA,NA,NA,NA,NA,NA,NA,21248.262,NA,NA,NA,NA,NA,NA,NA
259700,25656.485,NA,NA,NA,NA,NA,NA,NA,NA,21253.021,NA,NA,NA,NA,NA,NA,NA
259800,25662.347,NA,NA,NA,NA,NA,NA,NA,NA,21257.78,NA,NA,NA,NA,NA,NA,NA
259900,25668.561,NA,NA,NA,NA,NA,NA,NA,NA,21262.561,NA,NA,NA,NA,NA,NA,NA
260000,25674.673,NA,NA,NA,NA,NA,NA,NA,NA,21267.543,NA,NA,NA,NA,NA,NA,NA
260100,25680.943,NA,NA,NA,NA,NA,NA,NA,NA,21271.987,NA,NA,NA,NA,NA,NA,NA
260200,25687.011,NA,NA,NA,NA,NA,NA,NA,NA,21277.042,NA,NA,NA,NA,NA,NA,NA
260300,25693.5,NA,NA,NA,NA,NA,NA,NA,NA,21281.6,NA,NA,NA,NA,NA,NA,NA
260400,25699.194,NA,NA,NA,NA,NA,NA,NA,NA,21286.494,NA,NA,NA,NA,NA,NA,NA
260500,25705.615,NA,NA,NA,NA,NA,NA,NA,NA,21291.536,NA,NA,NA,NA,NA,NA,NA
260600,25711.882,NA,NA,NA,NA,NA,NA,NA,NA,21296.405,NA,NA,NA,NA,NA,NA,NA
260700,25718.197,NA,NA,NA,NA,NA,NA,NA,NA,21301.408,NA,NA,NA,NA,NA,NA,NA
260800,25724.279,NA,NA,NA,NA,NA,NA,NA,NA,21306.521,NA,NA,NA,NA,NA,NA,NA
260900,25730.654,NA,NA,NA,NA,NA,NA,NA,NA,21311.301,NA,NA,NA,NA,NA,NA,NA
260978,25735.885,NA,NA,NA,NA,NA,NA,NA,NA,21315.367,NA,NA,NA,NA,NA,NA,NA
261000,25737.293,NA,NA,NA,NA,NA,NA,NA,NA,21316.641,NA,NA,NA,NA,NA,NA,NA
261100,25743.269,NA,NA,NA,NA,NA,NA,NA,NA,21321.484,NA,NA,NA,NA,NA,NA,NA
261200,25749.492,NA,NA,NA,NA,NA,NA,NA,NA,21326.039,NA,NA,NA,NA,NA,NA,NA
261300,25755.512,NA,NA,NA,NA,NA,NA,NA,NA,21330.787,NA,NA,NA,NA,NA,NA,NA
261400,25761.649,NA,NA,NA,NA,NA,NA,NA,NA,21335.761,NA,NA,NA,NA,NA,NA,NA
261500,25768.113,NA,NA,NA,NA,NA,NA,NA,NA,21340.093,NA,NA,NA,NA,NA,NA,NA
261600,25774.044,NA,NA,NA,NA,NA,NA,NA,NA,21344.911,NA,NA,NA,NA,NA,NA,NA
261700,25780.878,NA,NA,NA,NA,NA,NA,NA,NA,21350.148,NA,NA,NA,NA,NA,NA,NA
261800,25786.869,NA,NA,NA,NA,NA,NA,NA,NA,21354.996,NA,NA,NA,NA,NA,NA,NA
261900,25793.211,NA,NA,NA,NA,NA,NA,NA,NA,21360.075,NA,NA,NA,NA,NA,NA,NA
262000,25799.635,NA,NA,NA,NA,NA,NA,NA,NA,21364.779,NA,NA,NA,NA,NA,NA,NA
262100,25805.907,NA,NA,NA,NA,NA,NA,NA,NA,21369.122,NA,NA,NA,NA,NA,NA,NA
262200,25812.031,NA,NA,NA,NA,NA,NA,NA,NA,21374.38,NA,NA,NA,NA,NA,NA,NA
262300,25818.287,NA,NA,NA,NA,NA,NA,NA,NA,21379.502,NA,NA,NA,NA,NA,NA,NA
262400,25823.643,NA,NA,NA,NA,NA,NA,NA,NA,21384.373,NA,NA,NA,NA,NA,NA,NA
262500,25829.391,NA,NA,NA,NA,NA,NA,NA,NA,21389.359,NA,NA,NA,NA,NA,NA,NA
262600,25835.469,NA,NA,NA,NA,NA,NA,NA,NA,21394.373,NA,NA,NA,NA,NA,NA,NA
262700,25841.975,NA,NA,NA,NA,NA,NA,NA,NA,21399.031,NA,NA,NA,NA,NA,NA,NA
262800,25847.978,NA,NA,NA,NA,NA,NA,NA,NA,21403.881,NA,NA,NA,NA,NA,NA,NA
262900,25853.612,NA,NA,NA,NA,NA,NA,NA,NA,21408.785,NA,NA,NA,NA,NA,NA,NA
263000,25859.926,NA,NA,NA,NA,NA,NA,NA,NA,21413.35,NA,NA,NA,NA,NA,NA,NA
263100,25865.903,NA,NA,NA,NA,NA,NA,NA,NA,21418.644,NA,NA,NA,NA,NA,NA,NA
263200,25871.905,NA,NA,NA,NA,NA,NA,NA,NA,21422.982,NA,NA,NA,NA,NA,NA,NA
263300,25878.282,NA,NA,NA,NA,NA,NA,NA,NA,21428.309,NA,NA,NA,NA,NA,NA,NA
263400,25884.847,NA,NA,NA,NA,NA,NA,NA,NA,21433.037,NA,NA,NA,NA,NA,NA,NA
263500,25891.344,NA,NA,NA,NA,NA,NA,NA,NA,21437.508,NA,NA,NA,NA,NA,NA,NA
263600,25897.774,NA,NA,NA,NA,NA,NA,NA,NA,21442.503,NA,NA,NA,NA,NA,NA,NA
263700,25903.826,NA,NA,NA,NA,NA,NA,NA,NA,21447.132,NA,NA,NA,NA,NA,NA,NA
263800,25909.973,NA,NA,NA,NA,NA,NA,NA,NA,21451.829,NA,NA,NA,NA,NA,NA,NA
263900,25916.208,NA,NA,NA,NA,NA,NA,NA,NA,21456.6,NA,NA,NA,NA,NA,NA,NA
264000,25922.722,NA,NA,NA,NA,NA,NA,NA,NA,21461.194,NA,NA,NA,NA,NA,NA,NA
264100,25928.337,NA,NA,NA,NA,NA,NA,NA,NA,21466.026,NA,NA,NA,NA,NA,NA,NA
264200,25934.051,NA,NA,NA,NA,NA,NA,NA,NA,21470.756,NA,NA,NA,NA,NA,NA,NA
264300,25940.233,NA,NA,NA,NA,NA,NA,NA,NA,21475.305,NA,NA,NA,NA,NA,NA,NA
264400,25946.047,NA,NA,NA,NA,NA,NA,NA,NA,21480.101,NA,NA,NA,NA,NA,NA,NA
264500,25951.971,NA,NA,NA,NA,NA,NA,NA,NA,21484.846,NA,NA,NA,NA,NA,NA,NA
264600,25958.431,NA,NA,NA,NA,NA,NA,NA,NA,21489.55,NA,NA,NA,NA,NA,NA,NA
264700,25964.135,NA,NA,NA,NA,NA,NA,NA,NA,21494.217,NA,NA,NA,NA,NA,NA,NA
264800,25970.243,NA,NA,NA,NA,NA,NA,NA,NA,21499.34,NA,NA,NA,NA,NA,NA,NA
264900,25976.618,NA,NA,NA,NA,NA,NA,NA,NA,21504.442,NA,NA,NA,NA,NA,NA,NA
265000,25982.941,NA,NA,NA,NA,NA,NA,NA,NA,21509.45,NA,NA,NA,NA,NA,NA,NA
265100,25988.988,NA,NA,NA,NA,NA,NA,NA,NA,21513.926,NA,NA,NA,NA,NA,NA,NA
265200,25994.731,NA,NA,NA,NA,NA,NA,NA,NA,21518.118,NA,NA,NA,NA,NA,NA,NA
265300,26000.996,NA,NA,NA,NA,NA,NA,NA,NA,21522.773,NA,NA,NA,NA,NA,NA,NA
265400,26007.476,NA,NA,NA,NA,NA,NA,NA,NA,21527.74,NA,NA,NA,NA,NA,NA,NA
265500,26013.013,NA,NA,NA,NA,NA,NA,NA,NA,21532.701,NA,NA,NA,NA,NA,NA,NA
265600,26019.082,NA,NA,NA,NA,NA,NA,NA,NA,21537.292,NA,NA,NA,NA,NA,NA,NA
265700,26024.946,NA,NA,NA,NA,NA,NA,NA,NA,21542.061,NA,NA,NA,NA,NA,NA,NA
265800,26031.916,NA,NA,NA,NA,NA,NA,NA,NA,21547.455,NA,NA,NA,NA,NA,NA,NA
265900,26038.17,NA,NA,NA,NA,NA,NA,NA,NA,21552.057,NA,NA,NA,NA,NA,NA,NA
266000,26043.798,NA,NA,NA,NA,NA,NA,NA,NA,21557.099,NA,NA,NA,NA,NA,NA,NA
266100,26049.774,NA,NA,NA,NA,NA,NA,NA,NA,21562.244,NA,NA,NA,NA,NA,NA,NA
266200,26055.652,NA,NA,NA,NA,NA,NA,NA,NA,21566.713,NA,NA,NA,NA,NA,NA,NA
266300,26061.895,NA,NA,NA,NA,NA,NA,NA,NA,21571.89,NA,NA,NA,NA,NA,NA,NA
266400,26068.169,NA,NA,NA,NA,NA,NA,NA,NA,21576.219,NA,NA,NA,NA,NA,NA,NA
266500,26074.194,NA,NA,NA,NA,NA,NA,NA,NA,21580.922,NA,NA,NA,NA,NA,NA,NA
